incident_type,description_length,has_media,upvotes,flags,duplicate_score,injuries_reported,people_involved,distance_to_responder,near_sensitive_location,time_of_day,priority_score
power_outage,24,1,1,0,0.0,0,5,4.228441898712054,1,evening,43
infrastructure_failure,28,0,2,0,0.27938974030681607,0,5,5.143391284381764,1,morning,30
flood,66,0,1,0,0.08514865832309661,0,2,6.349431589181691,0,night,16
infrastructure_failure,34,0,3,0,0.22310102489652892,0,1,3.810305219530363,0,afternoon,12
gas_leak,51,0,3,1,0.1721198389593532,0,6,3.289818171351611,0,evening,55
violence,36,1,3,0,0.15675376882980405,0,1,7.2702874994607845,0,night,37
infrastructure_failure,83,0,3,0,0.09629663918812853,0,7,5.796667200824709,0,afternoon,27
violence,78,1,3,0,0.1397800964109463,1,3,0.9576225304659092,1,night,91
medical_emergency,31,0,5,0,0.18397459549405937,1,5,2.8501805538167786,0,night,80
gas_leak,25,0,3,1,0.020437867908912333,0,4,7.562457630647673,0,afternoon,32
road_accident,30,1,1,0,0.32411122909923057,0,4,7.099598862325617,0,morning,43
flood,8,0,4,1,0.22348580286951641,0,3,1.784022754573246,0,evening,26
fire,15,0,2,2,0.23835447127487988,0,6,3.3072281982406917,0,morning,53
flood,49,1,4,0,0.5262373996391898,0,2,2.84426698642876,0,evening,30
violence,10,1,1,1,0.25318651159883127,0,6,3.3425737278372845,0,evening,51
fire,50,1,2,0,0.08900406131851878,0,6,5.231214684091101,0,evening,65
power_outage,26,1,1,1,0.0,0,2,1.7753597400576921,0,evening,18
medical_emergency,18,1,2,0,0.18967156230511553,1,4,8.506882940129106,0,night,75
power_outage,84,1,3,0,0.0,0,1,1.9874475698090717,0,morning,25
gas_leak,93,0,1,0,0.043556736350372605,0,6,7.064341620253605,0,afternoon,44
violence,109,1,3,0,0.2788947636345685,0,4,2.7248195903707066,0,morning,40
fire,94,1,2,0,0.4231167941421634,0,1,1.3576914163059226,1,afternoon,54
power_outage,11,1,1,0,0.052187303131609936,0,7,1.0772806987492332,0,evening,54
power_outage,72,0,3,0,0.18850997202926692,0,1,4.661340121680736,0,night,15
gas_leak,31,0,3,0,0.29565545316173125,0,6,2.7969944643536535,0,night,62
fire,91,0,5,2,0.22764624614205606,0,5,8.337441484174825,0,morning,39
fire,50,1,2,0,0.13209567689431628,0,4,4.372977792080323,0,evening,50
violence,38,1,1,0,0.3174647277600675,1,1,0.01670486263374915,0,afternoon,62
gas_leak,101,0,1,0,0.17158999013829757,0,4,1.2449272368727309,0,morning,58
gas_leak,96,0,2,0,0.4500262415986757,0,7,2.2654850343185107,1,morning,56
road_accident,60,1,0,0,0.0,0,4,3.011591510219008,0,morning,47
power_outage,81,1,6,0,0.16129082766572406,0,1,6.5466673189669375,0,night,19
road_accident,91,1,1,1,0.34231720688484885,0,7,2.2818155446918684,0,morning,49
road_accident,77,1,3,0,0.35683117433940054,0,4,4.763468866706688,0,night,57
gas_leak,100,0,4,0,0.15810163525818138,0,2,5.38034095674979,0,night,51
gas_leak,93,0,2,0,0.11415621303248205,0,6,3.2416746062889246,1,afternoon,60
flood,23,0,2,0,0.07794460154377425,0,7,1.5961370241967412,0,morning,28
medical_emergency,63,1,3,1,0.2507991958947157,0,2,4.217315220936515,0,afternoon,45
gas_leak,63,0,2,0,0.41993028308099345,0,4,5.0996502793452345,1,afternoon,42
road_accident,68,0,3,0,0.4272726534228287,1,3,0.8389295089711579,0,morning,58
gas_leak,50,0,3,1,0.2995600058279765,0,2,2.3352247654777267,0,night,54
medical_emergency,71,0,1,1,0.3429408682232382,0,6,5.012892390847819,0,morning,43
road_accident,117,0,3,0,0.3724958749746211,0,3,4.040281039068721,0,morning,28
violence,32,0,3,1,0.050167734183189455,0,6,8.320257067540535,0,afternoon,45
violence,53,0,3,1,0.21682429254315114,0,2,6.488028610351757,0,night,42
infrastructure_failure,114,0,4,0,0.7296954762809786,0,6,5.953681068026309,0,morning,18
fire,25,0,2,0,0.1464709880272907,1,4,1.1961336273699703,0,morning,69
power_outage,30,1,2,0,0.25710654463021676,0,6,6.717970805538742,0,evening,35
violence,73,1,2,0,0.31199650735115175,0,2,5.546424196023767,0,afternoon,32
medical_emergency,82,1,1,0,0.260502122530203,0,2,3.3353884178932405,0,afternoon,34
fire,56,0,1,0,0.13493422432303204,0,2,3.8182330613889897,0,afternoon,34
flood,117,1,1,0,0.20112476289003645,0,7,4.515401307263637,1,morning,45
infrastructure_failure,99,1,1,0,0.4210564448705505,0,3,1.2089141135570407,1,morning,34
flood,60,1,5,0,0.06168288914489986,0,3,3.5912913896902925,1,evening,51
gas_leak,86,1,5,1,0.33012015564211744,0,1,2.268461337685564,0,evening,48
gas_leak,55,1,1,0,0.0,0,7,3.417281863703702,0,afternoon,63
medical_emergency,67,1,4,0,0.0,0,5,0.4856969659282355,0,morning,80
gas_leak,25,0,2,0,0.40013360638339246,1,4,3.445127152467354,0,night,72
gas_leak,33,1,4,0,0.0,0,4,5.126181287386496,0,night,57
infrastructure_failure,64,1,3,1,0.08153700939979666,1,7,7.710569590885989,0,evening,64
violence,59,1,2,1,0.2367551023177809,0,3,4.99643241972506,0,evening,36
fire,9,1,5,0,0.0,1,2,2.3055831211751556,0,night,89
medical_emergency,51,1,1,0,0.3213862014167097,0,5,3.4677890216327,0,night,59
gas_leak,48,1,2,0,0.16154421686514214,0,6,6.191184332864081,0,afternoon,50
infrastructure_failure,50,0,1,1,0.009773447453229722,0,6,3.6732020774796426,0,afternoon,31
fire,72,0,4,0,0.2920877938093941,0,5,2.426097007071463,0,morning,60
medical_emergency,86,1,4,2,0.280793801703496,0,6,2.0273714619242145,1,afternoon,72
road_accident,117,0,2,0,0.41272326734275333,1,4,2.1714506898832804,0,morning,62
infrastructure_failure,27,1,3,0,0.4054767788423205,0,2,6.484959308081255,0,evening,27
power_outage,51,0,4,1,0.003094437353019619,0,6,6.599993233809801,0,morning,26
gas_leak,87,0,5,0,0.379516894613096,0,7,5.338695592457114,0,night,61
medical_emergency,63,0,2,0,0.3957171096932276,0,1,4.336390252731982,0,evening,43
power_outage,68,1,4,1,0.3701886191680658,0,3,3.3643789610351917,0,afternoon,24
power_outage,47,0,0,0,0.45544396596888237,1,3,5.420568410953652,0,morning,28
infrastructure_failure,14,1,4,0,0.0,0,5,2.118798758902699,0,afternoon,34
flood,15,1,2,0,0.054570487684186375,0,4,3.4080350549464145,1,morning,41
violence,65,0,4,0,0.16065556326417346,1,5,2.288458059672035,1,evening,84
gas_leak,11,0,1,0,0.3368287154314282,0,3,3.114396731634332,0,night,54
flood,88,1,2,0,0.3436810885377859,0,5,5.635199455590842,0,afternoon,25
gas_leak,66,0,4,1,0.0070627662248035905,1,3,5.5200876543130875,0,evening,72
infrastructure_failure,109,1,4,1,0.05373096311439088,0,7,1.4034698294687096,1,afternoon,60
power_outage,63,1,1,0,0.3749693623263004,0,5,1.0174256395513952,0,evening,52
violence,90,0,3,0,0.13195313593348157,0,5,1.4163216216157344,1,morning,56
medical_emergency,21,0,4,0,0.2989148013973359,0,2,2.624592338040323,0,evening,45
road_accident,26,1,0,0,0.06741003196864678,0,6,3.4076135272970776,1,evening,62
infrastructure_failure,12,1,1,0,0.09290611004311104,0,3,0.7261015590971853,0,evening,44
road_accident,54,1,2,0,0.32480686859754454,0,4,3.1618707715309284,0,afternoon,50
fire,38,1,2,2,0.0,1,6,4.988877491194863,0,evening,85
gas_leak,83,1,0,0,0.5137491682862685,0,7,4.7950101960293,0,evening,52
infrastructure_failure,86,1,1,0,0.585255580370581,0,5,4.847410341529606,1,morning,41
road_accident,88,0,3,0,0.38204304711556564,0,7,6.7708093447336966,0,afternoon,38
power_outage,77,0,1,0,0.4825342108239885,0,6,2.633397500973945,0,evening,36
fire,66,1,4,1,0.34001519715173434,0,2,5.9718407248235,0,evening,48
fire,103,1,4,0,0.25392768189673,0,2,2.526751318338409,0,morning,50
power_outage,36,1,0,0,0.3915120521082526,0,7,2.5870970659078116,1,evening,46
road_accident,105,1,4,1,0.12612412939107803,0,4,5.360762615844738,1,evening,60
infrastructure_failure,84,0,3,1,0.0,0,4,5.86624946359999,0,afternoon,5
medical_emergency,82,1,1,0,0.0,1,4,4.765433544433386,0,evening,72
medical_emergency,42,1,4,0,0.18014120928847793,0,4,6.656569713471422,0,night,54
gas_leak,12,1,1,1,0.2810269568107518,1,1,3.7505620308334366,0,afternoon,58
infrastructure_failure,33,0,0,1,0.2687056906720043,0,2,4.534489513276523,0,night,12
fire,25,0,0,1,0.07786170887450614,0,1,3.1139379082127854,0,night,32
medical_emergency,70,1,1,0,0.0,1,4,3.161815783051068,0,evening,68
violence,11,1,2,0,0.18843227688267017,0,6,2.35957508095382,0,night,54
flood,69,1,3,1,0.6044550335257168,0,7,0.6152120507818957,1,evening,50
flood,91,0,2,0,0.22446098555363686,0,5,4.435135152611917,0,night,23
medical_emergency,40,0,2,0,0.15432347709581598,0,6,3.6369155380233016,1,night,69
gas_leak,110,0,2,0,0.06065925868665989,0,1,0.11113069940195208,0,morning,49
power_outage,36,1,0,0,0.6386387672747773,0,7,4.504488354467517,1,morning,29
fire,66,1,0,0,0.11563675190222951,0,6,3.9114543693545185,1,evening,72
violence,109,1,1,0,0.35403381984022797,1,2,2.7093265210336512,0,morning,55
fire,12,1,2,0,0.15511741391117528,1,6,6.015669549491346,0,night,74
flood,70,0,1,1,0.22353036649200841,0,4,0.5958825478075869,1,morning,40
fire,31,1,1,1,0.1328593294530067,0,5,0.2849418593413411,0,morning,50
infrastructure_failure,108,1,0,0,0.20549086661007704,1,2,2.3167760494027383,1,night,68
power_outage,14,0,2,0,0.12632099752256354,0,2,0.9450924580275584,1,morning,29
infrastructure_failure,90,1,2,1,0.34130846412430615,0,2,3.7396981779957756,0,evening,22
infrastructure_failure,54,1,4,0,0.0,0,1,2.3735350686295833,0,morning,33
power_outage,27,1,0,0,0.335965270856325,0,6,5.129425949365355,0,morning,28
fire,85,1,2,0,0.4958871051025968,0,5,0.5022793845511813,1,morning,63
infrastructure_failure,20,0,6,0,0.2933721984577671,0,2,0.43215861619870166,0,afternoon,37
power_outage,89,0,5,0,0.14595953342884865,0,4,6.050016880095683,0,night,32
gas_leak,49,1,0,1,0.3218422227849844,0,5,2.0038556112390276,0,afternoon,46
power_outage,108,1,4,0,0.5923718422180548,1,4,4.4364709226313845,0,night,62
infrastructure_failure,46,1,4,1,0.24486943890027182,0,2,7.5920919178903565,0,night,33
infrastructure_failure,75,1,4,0,0.16003964214095434,0,1,3.3673432658243763,0,evening,32
power_outage,91,0,1,2,0.13470273712207015,0,6,2.39384858137111,0,evening,15
violence,50,0,1,0,0.025185960811019426,1,2,5.3193805574877535,0,morning,48
violence,16,1,1,0,0.3976493117081996,0,4,6.659642236516167,0,night,54
flood,60,1,0,0,0.14057551364827628,0,2,4.287615842969662,0,night,25
power_outage,46,1,0,1,0.3585424464792295,0,4,4.903493056524825,1,night,39
infrastructure_failure,105,1,2,1,0.10926437075656864,1,2,1.8249408753975116,0,morning,36
flood,33,0,0,0,0.1648409076561546,0,3,6.097599275342907,0,afternoon,16
medical_emergency,78,0,1,0,0.1861444912482174,1,3,3.3212161460906415,0,evening,76
fire,98,0,4,1,0.435797659918127,0,2,2.688854528143962,1,evening,54
road_accident,32,0,2,1,0.09539308800705773,1,4,2.324299233202722,1,evening,60
flood,89,1,2,1,0.03667162599420318,0,1,1.877878287756473,0,afternoon,24
fire,70,0,2,0,0.0,0,1,0.09356230507693919,0,afternoon,56
power_outage,11,0,1,1,0.276573902952155,0,7,6.364984392472341,0,afternoon,22
power_outage,74,1,1,0,0.48860650856132787,0,7,3.8041045576357355,0,afternoon,23
flood,65,1,3,0,0.4291576065627968,0,6,3.7358894715673396,1,evening,47
flood,83,1,2,0,0.1527630327753834,0,6,3.1668514158815473,0,morning,37
infrastructure_failure,67,0,1,0,0.5374004172626484,0,7,3.5080887369825544,0,afternoon,18
fire,17,1,2,0,0.41597396039394535,0,4,5.9981701918452295,0,afternoon,47
medical_emergency,118,0,0,1,0.4054132801394713,0,7,3.3712315859112283,0,night,51
power_outage,73,1,3,0,0.0,0,2,7.497550473420311,0,afternoon,25
infrastructure_failure,26,1,2,1,0.058105867691844754,0,4,0.4571709167978888,0,night,43
fire,16,0,3,0,0.0,0,2,3.165083956558153,0,morning,43
violence,102,1,0,0,0.49999691957437925,0,3,0.7604814126990429,0,night,41
power_outage,8,1,3,1,0.09281172677476636,0,2,6.159178054670773,0,evening,16
violence,114,0,1,0,0.3520047943591364,0,5,4.985942285604691,1,morning,50
gas_leak,74,1,1,1,0.11975069342440364,0,1,3.327500267244094,0,evening,52
fire,65,1,1,1,0.03867960857270811,1,1,3.5670753914281708,0,afternoon,51
power_outage,108,1,1,0,0.31146971418885666,0,2,0.12500162610794296,0,morning,23
medical_emergency,107,1,1,1,0.38888580746317636,1,7,2.2762390788849096,0,evening,79
medical_emergency,47,0,3,0,0.0,0,2,2.746821257522832,1,night,49
violence,55,0,2,0,0.0,0,4,0.5522507295932937,0,evening,48
gas_leak,14,1,2,0,0.40529294027231944,0,5,2.0877703601957673,0,afternoon,50
road_accident,20,1,1,1,0.017190014205951204,0,3,3.547485969661172,1,evening,54
flood,18,1,0,0,0.4000479986896801,0,7,4.015427321424744,0,evening,35
fire,32,0,0,0,0.5854785818386168,0,2,5.4788265870902055,1,night,43
violence,72,1,2,0,0.214507248325355,0,4,4.025213351086264,1,afternoon,54
power_outage,36,0,2,0,0.18182060454450244,0,1,3.4938552401435596,0,morning,13
power_outage,15,1,0,0,0.0201765233204938,1,4,1.993025980686033,0,evening,57
violence,87,0,6,0,0.09653648667555254,1,6,4.980076049981468,0,morning,76
infrastructure_failure,19,1,4,0,0.2902370816252074,1,2,2.8930772972036114,1,night,62
road_accident,92,1,4,1,0.14502490039441618,1,2,6.620473110732698,1,morning,62
infrastructure_failure,86,0,0,0,0.1742295619420416,0,3,4.33282230200172,0,night,21
violence,92,1,2,0,0.2774953301018662,0,3,2.711627948817785,0,night,51
fire,95,1,5,0,0.2591170180712836,0,4,0.29702058597322756,0,night,59
violence,91,1,3,1,0.6657048443728077,0,2,6.430136669405778,0,afternoon,24
fire,119,0,2,0,0.165513393925848,1,7,3.3329371982242764,1,evening,93
infrastructure_failure,19,1,2,0,0.24506346952118974,0,3,0.917862616341786,0,afternoon,27
infrastructure_failure,50,0,4,0,0.48935083421733916,0,2,6.450934425731096,0,evening,22
flood,21,0,2,1,0.16557481789991518,0,2,2.525753023043338,1,evening,38
fire,46,0,1,1,0.19071914270192317,1,6,5.904676996001501,0,afternoon,67
medical_emergency,89,0,2,1,0.4142008231605818,0,5,7.000879384606283,0,afternoon,40
power_outage,102,0,4,0,0.15241710460452232,0,2,5.727495967779355,1,night,29
fire,94,0,1,1,0.24459561184996015,0,6,4.025799566222242,0,morning,45
flood,30,1,4,0,0.0,0,3,3.1922024604826396,0,afternoon,33
infrastructure_failure,51,0,4,0,0.0,0,4,6.017615189529607,1,afternoon,31
road_accident,114,1,2,0,0.2955365758324102,1,6,4.496980266361957,0,afternoon,76
violence,94,1,3,0,0.10030452892660734,0,6,4.502637289470034,0,morning,44
road_accident,11,1,3,0,0.19626832495717533,0,3,6.176374079637153,0,night,43
infrastructure_failure,116,1,1,0,0.1236215151409805,0,7,0.22661209247712177,1,morning,48
flood,63,1,2,1,0.1770497626379052,0,1,8.166220284593756,0,afternoon,11
violence,45,1,3,0,0.13810056504546134,1,5,4.829305238532072,0,night,75
flood,110,1,1,1,0.0,0,7,1.7678320090828872,0,night,45
fire,98,1,1,0,0.14155429326103436,0,2,3.3316385791721275,0,morning,47
medical_emergency,52,1,0,1,0.05144955506928048,1,7,5.22421932450892,0,evening,72
medical_emergency,71,0,1,0,0.2624653563499796,0,1,2.3298373404238597,0,afternoon,40
fire,41,1,1,1,0.1736572393697245,1,4,3.2923636032227575,1,night,88
flood,8,1,2,0,0.3168412199083008,0,4,3.936009681413422,0,afternoon,21
fire,21,1,7,0,0.3078197122025292,0,4,1.6394801965171122,1,afternoon,79
flood,67,0,1,0,0.4340503300423695,0,7,3.5530853950166232,1,afternoon,34
violence,30,1,4,1,0.05550001852365277,0,3,2.0825324204452955,1,evening,62
violence,35,1,4,0,0.19904622870435318,1,6,4.325508779284075,0,afternoon,76
violence,45,0,1,1,0.2706887142403822,0,7,2.271638781760797,1,afternoon,44
road_accident,99,1,1,0,0.3743169906001138,1,5,1.3464879851247753,0,morning,74
road_accident,87,0,2,0,0.09390399990000375,0,1,5.6414334324710795,0,afternoon,27
medical_emergency,66,0,3,0,0.18579538235509957,1,4,5.667193397782162,1,evening,82
violence,72,1,1,0,0.20682063843266638,1,7,2.4623499033011145,0,morning,72
road_accident,46,1,3,0,0.19652985933883954,0,5,8.009360353528113,0,night,43
medical_emergency,118,0,5,0,0.26453089229555593,0,6,1.5619363663957229,0,night,62
violence,94,1,1,0,0.05305096045295227,1,1,1.896015315744821,0,afternoon,49
road_accident,24,0,3,0,0.11550093818150596,1,1,2.5717853713277927,0,evening,77
infrastructure_failure,67,1,3,0,0.0,0,4,5.133361156462935,0,afternoon,21
gas_leak,95,0,2,0,0.23289154371397014,0,5,3.387586469303651,1,evening,60
power_outage,91,1,0,0,0.3124838159243917,1,4,1.6026759077721655,0,morning,46
infrastructure_failure,90,1,1,2,0.0,0,7,0.6559951072714387,0,night,41
infrastructure_failure,52,1,0,0,0.55270830021682,1,2,4.049474658219122,0,evening,46
medical_emergency,92,1,2,1,0.35416292380965814,1,2,3.512943506284327,1,afternoon,79
infrastructure_failure,53,0,0,1,0.27479595754380703,1,7,5.7922771291247415,0,morning,34
medical_emergency,15,0,1,0,0.09224891160934576,1,3,2.1591580235707895,0,evening,74
gas_leak,35,1,2,0,0.0,0,5,5.90429487700041,1,night,74
medical_emergency,25,1,3,0,0.37571521805223734,0,5,3.827200955321696,0,evening,61
violence,102,1,2,2,0.0,0,4,3.610132995377678,0,morning,39
gas_leak,97,1,3,0,0.05356233691300363,0,6,1.7355823883850436,1,night,78
gas_leak,96,1,5,0,0.2918612750082634,1,6,2.019541833058496,0,night,96
violence,28,0,4,0,0.0061538386368178155,0,2,1.463639161264827,0,afternoon,56
medical_emergency,107,1,2,0,0.0,0,3,1.604626570974828,1,morning,64
infrastructure_failure,10,1,1,1,0.0,0,4,1.7994299139475893,1,night,48
road_accident,71,1,4,0,0.2000654902716016,1,5,1.3561055794859471,1,afternoon,83
fire,35,1,1,0,0.09208818983578085,1,5,1.179911191041656,0,morning,77
gas_leak,71,0,3,0,0.27159719407455996,0,1,9.386981604962074,0,afternoon,23
fire,99,0,2,0,0.12444889331233722,0,1,3.8266896727624324,0,evening,49
medical_emergency,54,0,2,0,0.2218008548055184,1,1,4.451340017838294,1,night,67
violence,94,0,2,0,0.4568679740007546,1,1,2.704586307544317,0,morning,49
infrastructure_failure,21,1,3,1,0.10436315252133566,1,7,4.6113323550002345,1,morning,56
violence,94,1,4,0,0.2975279427116788,0,7,1.497958950087547,1,night,77
infrastructure_failure,116,1,1,0,0.0025847292384767184,0,1,3.4653844926061788,1,evening,40
medical_emergency,40,1,2,0,0.22043335764845262,1,6,0.8695822518333869,0,night,84
infrastructure_failure,44,1,0,0,0.3897494910186125,1,1,1.8653668465194229,1,evening,53
road_accident,112,1,2,0,0.24832314197601177,0,3,0.7896683058249181,0,evening,53
infrastructure_failure,51,1,1,0,0.3540536944416447,0,4,3.631154853629641,0,evening,33
power_outage,42,0,3,0,0.3073916929487201,1,3,6.154013724986518,0,night,51
violence,21,1,2,1,0.19576018800695688,0,4,4.5896121365819225,0,night,48
medical_emergency,85,0,1,1,0.05449000929873174,1,7,5.834730475630762,1,evening,81
flood,55,0,0,0,0.17015244879236108,0,7,2.659007031205131,0,night,34
power_outage,88,1,4,0,0.47291928326258176,0,6,3.5909563428256592,1,evening,63
gas_leak,64,0,4,1,0.5668950486367426,0,2,4.925418694333863,0,morning,35
violence,111,0,7,0,0.21013112351383226,0,4,7.376571176794734,0,afternoon,48
fire,75,0,2,0,0.32323962432334014,0,1,7.162090616622372,0,afternoon,42
road_accident,42,0,1,1,0.29683716905756324,0,6,1.4509083739330486,0,evening,53
flood,63,1,3,0,0.14776884982247532,0,3,2.4202978762578073,0,afternoon,25
infrastructure_failure,26,0,1,1,0.0,0,3,1.5955776019277035,1,morning,42
infrastructure_failure,69,1,3,0,0.0,0,1,2.8054477851006885,0,evening,42
violence,111,1,1,0,0.28989989138291616,0,7,6.413411078885277,0,evening,42
power_outage,33,1,3,0,0.036950822692926905,0,5,6.798433068646512,1,night,52
road_accident,104,0,5,0,0.2074264471928805,1,1,0.7788349873444291,0,evening,69
medical_emergency,115,1,0,0,0.163237972508325,0,3,3.291239129679602,0,night,55
infrastructure_failure,41,1,2,0,0.0,0,2,0.0058166844286384745,0,morning,22
violence,115,0,1,0,0.09062683678550006,0,2,0.7995908309329498,0,afternoon,33
flood,27,0,4,2,0.646119772974808,0,1,2.096294027445002,0,night,18
power_outage,61,1,1,0,0.09492938149989527,0,7,8.077013697164631,0,morning,24
infrastructure_failure,106,0,2,0,0.18300109387418223,0,1,0.9999434283888706,0,afternoon,30
road_accident,105,1,2,0,0.05937782681806361,1,3,1.5572814565428104,0,afternoon,79
power_outage,52,0,2,0,0.16312388654172885,0,6,5.493674912252323,0,night,27
fire,32,0,3,0,0.35627226914957966,0,6,1.7567876188025717,0,morning,51
power_outage,24,1,2,0,0.0,1,4,4.697036837737118,0,afternoon,41
flood,63,0,2,0,0.09281515004090891,0,2,2.212029222281995,0,morning,26
infrastructure_failure,68,1,2,1,0.16887736724256752,0,7,1.3006171391381338,0,morning,39
power_outage,59,0,0,1,0.08466045066441552,0,1,4.437063844086895,0,evening,9
flood,8,0,2,0,0.1594436784463027,1,7,9.367525907827002,0,evening,38
gas_leak,113,0,2,0,0.10532502930728284,0,7,1.2935258332018202,0,morning,59
fire,101,1,5,0,0.07835179941593239,0,1,0.4905414350329247,0,afternoon,71
